domain,tld,label,quick_usd,realistic_usd,stretch_usd,category,confidence,listing_score
cospaces.zil,zil,cospaces,140.0,216.0,389.0,general,0.35,238.8
dcxinsta.zil,zil,dcxinsta,140.0,216.0,389.0,general,0.35,238.8
sparkfun.zil,zil,sparkfun,140.0,216.0,389.0,general,0.35,238.8
ordinalloops.bitcoin,bitcoin,ordinalloops,135.0,207.0,373.0,web3,0.41,238.09999999999997
ordinalloops.crypto,crypto,ordinalloops,135.0,207.0,373.0,web3,0.41,238.09999999999997
ordinalpunks.crypto,crypto,ordinalpunks,135.0,207.0,373.0,web3,0.41,238.09999999999997
1822direkt-banking.zil,zil,1822direkt-banking,126.0,194.0,349.0,finance,0.5,237.60000000000002
shadowbetcasino.888,888,shadowbetcasino,117.0,180.0,324.0,gaming,0.5,236.39999999999998
shadowbetcasino.x,x,shadowbetcasino,117.0,180.0,324.0,gaming,0.5,236.39999999999998
shadowbetcasino.zil,zil,shadowbetcasino,117.0,180.0,324.0,gaming,0.5,236.39999999999998
jackpotcitycasino.zil,zil,jackpotcitycasino,117.0,180.0,324.0,gaming,0.5,230.39999999999998
toyotagazooracing.zil,zil,toyotagazooracing,117.0,180.0,324.0,gaming,0.5,230.39999999999998
jackpotcitycasino.x,x,jackpotcitycasino,117.0,180.0,324.0,gaming,0.5,230.39999999999998
jackpotcitycasino.888,888,jackpotcitycasino,117.0,180.0,324.0,gaming,0.5,230.39999999999998
auscrypto.888,888,auscrypto,135.0,207.0,373.0,web3,0.35,229.10000000000002
auscrypto.zil,zil,auscrypto,135.0,207.0,373.0,web3,0.35,229.10000000000002
auscrypto.dao,dao,auscrypto,135.0,207.0,373.0,web3,0.35,229.10000000000002
auscrypto.nft,nft,auscrypto,135.0,207.0,373.0,web3,0.35,229.10000000000002
auscrypto.blockchain,blockchain,auscrypto,135.0,207.0,373.0,web3,0.35,229.10000000000002
noonoouri.wallet,wallet,noonoouri,117.0,180.0,324.0,general,0.41,227.39999999999998
hellpizza.crypto,crypto,hellpizza,117.0,180.0,324.0,general,0.41,227.39999999999998
hellpizza.bitcoin,bitcoin,hellpizza,117.0,180.0,324.0,general,0.41,227.39999999999998
americasbestracing.zil,zil,americasbestracing,117.0,180.0,324.0,gaming,0.5,227.39999999999998
playamo21.crypto,crypto,playamo21,117.0,180.0,324.0,general,0.41,227.39999999999998
topdomain.bitcoin,bitcoin,topdomain,117.0,180.0,324.0,general,0.41,227.39999999999998
easy2play.wallet,wallet,easy2play,117.0,180.0,324.0,general,0.41,227.39999999999998
playamo21.bitcoin,bitcoin,playamo21,117.0,180.0,324.0,general,0.41,227.39999999999998
lifeforce.crypto,crypto,lifeforce,117.0,180.0,324.0,general,0.41,227.39999999999998
noonoouri.crypto,crypto,noonoouri,117.0,180.0,324.0,general,0.41,227.39999999999998
noonoouri.bitcoin,bitcoin,noonoouri,117.0,180.0,324.0,general,0.41,227.39999999999998
hellpizza.wallet,wallet,hellpizza,117.0,180.0,324.0,general,0.41,227.39999999999998
lakriders.crypto,crypto,lakriders,117.0,180.0,324.0,general,0.41,227.39999999999998
swedishhorseracing.x,x,swedishhorseracing,117.0,180.0,324.0,gaming,0.5,227.39999999999998
firstcash.crypto,crypto,firstcash,117.0,180.0,324.0,general,0.41,227.39999999999998
eko-by-ca.crypto,crypto,eko-by-ca,117.0,180.0,324.0,general,0.41,227.39999999999998
ebosgroup.crypto,crypto,ebosgroup,117.0,180.0,324.0,general,0.41,227.39999999999998
bigbazaar.crypto,crypto,bigbazaar,117.0,180.0,324.0,general,0.41,227.39999999999998
benaskren.crypto,crypto,benaskren,117.0,180.0,324.0,general,0.41,227.39999999999998
autonauts.crypto,crypto,autonauts,117.0,180.0,324.0,general,0.41,227.39999999999998
jadongcha.wallet,wallet,jadongcha,117.0,180.0,324.0,general,0.41,227.39999999999998
easy2play.bitcoin,bitcoin,easy2play,117.0,180.0,324.0,general,0.41,227.39999999999998
dropitapp.crypto,crypto,dropitapp,117.0,180.0,324.0,general,0.41,227.39999999999998
kathmandu.crypto,crypto,kathmandu,117.0,180.0,324.0,general,0.41,227.39999999999998
johnkim77.crypto,crypto,johnkim77,117.0,180.0,324.0,general,0.41,227.39999999999998
playamo21.wallet,wallet,playamo21,117.0,180.0,324.0,general,0.41,227.39999999999998
codeisart.bitcoin,bitcoin,codeisart,117.0,180.0,324.0,general,0.41,227.39999999999998
codeisart.wallet,wallet,codeisart,117.0,180.0,324.0,general,0.41,227.39999999999998
tomsguide.crypto,crypto,tomsguide,117.0,180.0,324.0,general,0.41,227.39999999999998
swedishhorseracing.zil,zil,swedishhorseracing,117.0,180.0,324.0,gaming,0.5,227.39999999999998
royrichie.wallet,wallet,royrichie,117.0,180.0,324.0,general,0.41,227.39999999999998
seereisen.crypto,crypto,seereisen,117.0,180.0,324.0,general,0.41,227.39999999999998
tallawahs.crypto,crypto,tallawahs,117.0,180.0,324.0,general,0.41,227.39999999999998
royrichie.crypto,crypto,royrichie,117.0,180.0,324.0,general,0.41,227.39999999999998
jadongcha.crypto,crypto,jadongcha,117.0,180.0,324.0,general,0.41,227.39999999999998
vegashero.wallet,wallet,vegashero,117.0,180.0,324.0,general,0.41,227.39999999999998
vegashero.crypto,crypto,vegashero,117.0,180.0,324.0,general,0.41,227.39999999999998
topdomain.wallet,wallet,topdomain,117.0,180.0,324.0,general,0.41,227.39999999999998
topdomain.crypto,crypto,topdomain,117.0,180.0,324.0,general,0.41,227.39999999999998
tumbzilla.crypto,crypto,tumbzilla,117.0,180.0,324.0,general,0.41,227.39999999999998
vegashero.bitcoin,bitcoin,vegashero,117.0,180.0,324.0,general,0.41,227.39999999999998
easy2play.crypto,crypto,easy2play,117.0,180.0,324.0,general,0.41,227.39999999999998
currenxie.crypto,crypto,currenxie,117.0,180.0,324.0,general,0.41,227.39999999999998
dcxmargin.crypto,crypto,dcxmargin,117.0,180.0,324.0,general,0.41,227.39999999999998
dreamland.crypto,crypto,dreamland,117.0,180.0,324.0,general,0.41,227.39999999999998
bidaochain.zil,zil,bidaochain,135.0,207.0,373.0,web3,0.35,226.10000000000002
21e6crypto.polygon,polygon,21e6crypto,135.0,207.0,373.0,web3,0.35,226.10000000000002
1822direkt.crypto,crypto,1822direkt,117.0,180.0,324.0,general,0.41,224.39999999999998
harlemglobetrotters.x,x,harlemglobetrotters,117.0,180.0,324.0,gaming,0.5,224.39999999999998
harlemglobetrotters.nft,nft,harlemglobetrotters,117.0,180.0,324.0,gaming,0.5,224.39999999999998
1822direkt.bitcoin,bitcoin,1822direkt,117.0,180.0,324.0,general,0.41,224.39999999999998
catzingano.crypto,crypto,catzingano,117.0,180.0,324.0,general,0.41,224.39999999999998
agisociety.crypto,crypto,agisociety,117.0,180.0,324.0,general,0.41,224.39999999999998
asanarebel.crypto,crypto,asanarebel,117.0,180.0,324.0,general,0.41,224.39999999999998
criscyborg.crypto,crypto,criscyborg,117.0,180.0,324.0,general,0.41,224.39999999999998
luxhabitat.crypto,crypto,luxhabitat,117.0,180.0,324.0,general,0.41,224.39999999999998
jessiebird.crypto,crypto,jessiebird,117.0,180.0,324.0,general,0.41,224.39999999999998
jessiebird.wallet,wallet,jessiebird,117.0,180.0,324.0,general,0.41,224.39999999999998
jessiebird.bitcoin,bitcoin,jessiebird,117.0,180.0,324.0,general,0.41,224.39999999999998
vistagroup.crypto,crypto,vistagroup,117.0,180.0,324.0,general,0.41,224.39999999999998
twinspires.crypto,crypto,twinspires,117.0,180.0,324.0,general,0.41,224.39999999999998
suitedapes.crypto,crypto,suitedapes,117.0,180.0,324.0,general,0.41,224.39999999999998
sportsgirl.crypto,crypto,sportsgirl,117.0,180.0,324.0,general,0.41,224.39999999999998
strictlyvc.crypto,crypto,strictlyvc,117.0,180.0,324.0,general,0.41,224.39999999999998
strictlyvc.wallet,wallet,strictlyvc,117.0,180.0,324.0,general,0.41,224.39999999999998
suitedapes.bitcoin,bitcoin,suitedapes,117.0,180.0,324.0,general,0.41,224.39999999999998
nikeplanet.bitcoin,bitcoin,nikeplanet,117.0,180.0,324.0,general,0.41,224.39999999999998
paperchase.crypto,crypto,paperchase,117.0,180.0,324.0,general,0.41,224.39999999999998
nikeplanet.crypto,crypto,nikeplanet,117.0,180.0,324.0,general,0.41,224.39999999999998
harlemglobetrotters.blockchain,blockchain,harlemglobetrotters,117.0,180.0,324.0,gaming,0.5,224.39999999999998
harlemglobetrotters.zil,zil,harlemglobetrotters,117.0,180.0,324.0,gaming,0.5,224.39999999999998
harlemglobetrotters.888,888,harlemglobetrotters,117.0,180.0,324.0,gaming,0.5,224.39999999999998
harlemglobetrotters.go,go,harlemglobetrotters,117.0,180.0,324.0,gaming,0.5,224.39999999999998
harlemglobetrotters.polygon,polygon,harlemglobetrotters,117.0,180.0,324.0,gaming,0.5,224.39999999999998
worldbrand.crypto,crypto,worldbrand,117.0,180.0,324.0,general,0.41,224.39999999999998
rationalfx.crypto,crypto,rationalfx,117.0,180.0,324.0,general,0.41,224.39999999999998
sixersshop.crypto,crypto,sixersshop,117.0,180.0,324.0,general,0.41,224.39999999999998
nikeplanet.wallet,wallet,nikeplanet,117.0,180.0,324.0,general,0.41,224.39999999999998
realsports.crypto,crypto,realsports,117.0,180.0,324.0,general,0.41,224.39999999999998
instashift.crypto,crypto,instashift,117.0,180.0,324.0,general,0.41,224.39999999999998
casatuscany.crypto,crypto,casatuscany,117.0,180.0,324.0,general,0.41,221.39999999999998
rebeccabird.crypto,crypto,rebeccabird,117.0,180.0,324.0,general,0.41,221.39999999999998
forsythbarr.bitcoin,bitcoin,forsythbarr,117.0,180.0,324.0,general,0.41,221.39999999999998
ducatichina.crypto,crypto,ducatichina,117.0,180.0,324.0,general,0.41,221.39999999999998
freeparking.wallet,wallet,freeparking,117.0,180.0,324.0,general,0.41,221.39999999999998
casatuscany.wallet,wallet,casatuscany,117.0,180.0,324.0,general,0.41,221.39999999999998
coinvantage.crypto,crypto,coinvantage,117.0,180.0,324.0,general,0.41,221.39999999999998
cityfitness.crypto,crypto,cityfitness,117.0,180.0,324.0,general,0.41,221.39999999999998
freeparking.crypto,crypto,freeparking,117.0,180.0,324.0,general,0.41,221.39999999999998
avtomobiley.crypto,crypto,avtomobiley,117.0,180.0,324.0,general,0.41,221.39999999999998
gtfothegame.crypto,crypto,gtfothegame,117.0,180.0,324.0,general,0.41,221.39999999999998
gtfothegame.bitcoin,bitcoin,gtfothegame,117.0,180.0,324.0,general,0.41,221.39999999999998
playmillion.wallet,wallet,playmillion,117.0,180.0,324.0,general,0.41,221.39999999999998
playmillion.crypto,crypto,playmillion,117.0,180.0,324.0,general,0.41,221.39999999999998
rebeccabird.wallet,wallet,rebeccabird,117.0,180.0,324.0,general,0.41,221.39999999999998
zouksonfire.crypto,crypto,zouksonfire,117.0,180.0,324.0,general,0.41,221.39999999999998
playmillion.bitcoin,bitcoin,playmillion,117.0,180.0,324.0,general,0.41,221.39999999999998
gtfothegame.wallet,wallet,gtfothegame,117.0,180.0,324.0,general,0.41,221.39999999999998
forsythbarr.wallet,wallet,forsythbarr,117.0,180.0,324.0,general,0.41,221.39999999999998
freeparking.bitcoin,bitcoin,freeparking,117.0,180.0,324.0,general,0.41,221.39999999999998
forsythbarr.crypto,crypto,forsythbarr,117.0,180.0,324.0,general,0.41,221.39999999999998
agi-society.crypto,crypto,agi-society,117.0,180.0,324.0,general,0.41,221.39999999999998
sknpatriots.crypto,crypto,sknpatriots,117.0,180.0,324.0,general,0.41,221.39999999999998
mainfreight.crypto,crypto,mainfreight,117.0,180.0,324.0,general,0.41,221.39999999999998
hyderabadfc.crypto,crypto,hyderabadfc,117.0,180.0,324.0,general,0.41,221.39999999999998
kabaddiadda.crypto,crypto,kabaddiadda,117.0,180.0,324.0,general,0.41,221.39999999999998
bengalurufc.crypto,crypto,bengalurufc,117.0,180.0,324.0,general,0.41,221.39999999999998
casatuscany.bitcoin,bitcoin,casatuscany,117.0,180.0,324.0,general,0.41,221.39999999999998
carhubjapan.crypto,crypto,carhubjapan,117.0,180.0,324.0,general,0.41,221.39999999999998
ordinalloops.x,x,ordinalloops,135.0,207.0,373.0,web3,0.35,220.10000000000002
ordinalloops.nft,nft,ordinalloops,135.0,207.0,373.0,web3,0.35,220.10000000000002
ordinalpunks.x,x,ordinalpunks,135.0,207.0,373.0,web3,0.35,220.10000000000002
bitcoinrocks.x,x,bitcoinrocks,135.0,207.0,373.0,web3,0.35,220.10000000000002
puneripaltan.crypto,crypto,puneripaltan,117.0,180.0,324.0,general,0.41,218.39999999999998
telugutitans.crypto,crypto,telugutitans,117.0,180.0,324.0,general,0.41,218.39999999999998
lifepharmacy.crypto,crypto,lifepharmacy,117.0,180.0,324.0,general,0.41,218.39999999999998
kiwiproperty.crypto,crypto,kiwiproperty,117.0,180.0,324.0,general,0.41,218.39999999999998
mumbaicityfc.crypto,crypto,mumbaicityfc,117.0,180.0,324.0,general,0.41,218.39999999999998
hayderhassan.crypto,crypto,hayderhassan,117.0,180.0,324.0,general,0.41,218.39999999999998
fcjamshedpur.crypto,crypto,fcjamshedpur,117.0,180.0,324.0,general,0.41,218.39999999999998
stakecardano.crypto,crypto,stakecardano,117.0,180.0,324.0,general,0.41,218.39999999999998
celticsstore.crypto,crypto,celticsstore,117.0,180.0,324.0,general,0.41,218.39999999999998
sceastbengal.crypto,crypto,sceastbengal,117.0,180.0,324.0,general,0.41,218.39999999999998
patnapirates.crypto,crypto,patnapirates,117.0,180.0,324.0,general,0.41,218.39999999999998
transfermate.crypto,crypto,transfermate,117.0,180.0,324.0,general,0.41,218.39999999999998
noonoouri.zil,zil,noonoouri,117.0,180.0,324.0,general,0.35,209.4
easy2play.x,x,easy2play,117.0,180.0,324.0,general,0.35,209.4
noonoouri.x,x,noonoouri,117.0,180.0,324.0,general,0.35,209.4
easy2play.nft,nft,easy2play,117.0,180.0,324.0,general,0.35,209.4
playamo21.zil,zil,playamo21,117.0,180.0,324.0,general,0.35,209.4
vegashero.zil,zil,vegashero,117.0,180.0,324.0,general,0.35,209.4
benaskren.zil,zil,benaskren,117.0,180.0,324.0,general,0.35,209.4
playamo21.888,888,playamo21,117.0,180.0,324.0,general,0.35,209.4
autonauts.zil,zil,autonauts,117.0,180.0,324.0,general,0.35,209.4
dreamland.zil,zil,dreamland,117.0,180.0,324.0,general,0.35,209.4
hikvision.zil,zil,hikvision,117.0,180.0,324.0,general,0.35,209.4
jadongcha.zil,zil,jadongcha,117.0,180.0,324.0,general,0.35,209.4
hellpizza.zil,zil,hellpizza,117.0,180.0,324.0,general,0.35,209.4
johnkim77.zil,zil,johnkim77,117.0,180.0,324.0,general,0.35,209.4
dropitapp.zil,zil,dropitapp,117.0,180.0,324.0,general,0.35,209.4
easy2play.888,888,easy2play,117.0,180.0,324.0,general,0.35,209.4
easy2play.dao,dao,easy2play,117.0,180.0,324.0,general,0.35,209.4
codeisart.zil,zil,codeisart,117.0,180.0,324.0,general,0.35,209.4
currenxie.zil,zil,currenxie,117.0,180.0,324.0,general,0.35,209.4
cvshealth.zil,zil,cvshealth,117.0,180.0,324.0,general,0.35,209.4
codeisart.x,x,codeisart,117.0,180.0,324.0,general,0.35,209.4
dcxmargin.zil,zil,dcxmargin,117.0,180.0,324.0,general,0.35,209.4
playamo21.x,x,playamo21,117.0,180.0,324.0,general,0.35,209.4
codeisart.dao,dao,codeisart,117.0,180.0,324.0,general,0.35,209.4
codeisart.nft,nft,codeisart,117.0,180.0,324.0,general,0.35,209.4
tomsguide.zil,zil,tomsguide,117.0,180.0,324.0,general,0.35,209.4
vegashero.dao,dao,vegashero,117.0,180.0,324.0,general,0.35,209.4
hellpizza.x,x,hellpizza,117.0,180.0,324.0,general,0.35,209.4
vegashero.x,x,vegashero,117.0,180.0,324.0,general,0.35,209.4
noonoouri.nft,nft,noonoouri,117.0,180.0,324.0,general,0.35,209.4
noonoouri.polygon,polygon,noonoouri,117.0,180.0,324.0,general,0.35,209.4
firstcash.zil,zil,firstcash,117.0,180.0,324.0,general,0.35,209.4
hellpizza.888,888,hellpizza,117.0,180.0,324.0,general,0.35,209.4
kathmandu.zil,zil,kathmandu,117.0,180.0,324.0,general,0.35,209.4
noonoouri.blockchain,blockchain,noonoouri,117.0,180.0,324.0,general,0.35,209.4
noonoouri.dao,dao,noonoouri,117.0,180.0,324.0,general,0.35,209.4
noonoouri.go,go,noonoouri,117.0,180.0,324.0,general,0.35,209.4
hellpizza.dao,dao,hellpizza,117.0,180.0,324.0,general,0.35,209.4
codeisart.888,888,codeisart,117.0,180.0,324.0,general,0.35,209.4
hellpizza.nft,nft,hellpizza,117.0,180.0,324.0,general,0.35,209.4
vegashero.blockchain,blockchain,vegashero,117.0,180.0,324.0,general,0.35,209.4
eko-by-ca.zil,zil,eko-by-ca,117.0,180.0,324.0,general,0.35,209.4
ebosgroup.zil,zil,ebosgroup,117.0,180.0,324.0,general,0.35,209.4
easy2play.zil,zil,easy2play,117.0,180.0,324.0,general,0.35,209.4
bigbazaar.zil,zil,bigbazaar,117.0,180.0,324.0,general,0.35,209.4
lecreuset.zil,zil,lecreuset,117.0,180.0,324.0,general,0.35,209.4
lifeforce.zil,zil,lifeforce,117.0,180.0,324.0,general,0.35,209.4
loccitane.zil,zil,loccitane,117.0,180.0,324.0,general,0.35,209.4
mightyape.zil,zil,mightyape,117.0,180.0,324.0,general,0.35,209.4
noonoouri.888,888,noonoouri,117.0,180.0,324.0,general,0.35,209.4
royrichie.x,x,royrichie,117.0,180.0,324.0,general,0.35,209.4
seereisen.zil,zil,seereisen,117.0,180.0,324.0,general,0.35,209.4
royrichie.zil,zil,royrichie,117.0,180.0,324.0,general,0.35,209.4
tumbzilla.zil,zil,tumbzilla,117.0,180.0,324.0,general,0.35,209.4
vegashero.888,888,vegashero,117.0,180.0,324.0,general,0.35,209.4
topdomain.zil,zil,topdomain,117.0,180.0,324.0,general,0.35,209.4
codeisart.blockchain,blockchain,codeisart,117.0,180.0,324.0,general,0.35,209.4
topdomain.x,x,topdomain,117.0,180.0,324.0,general,0.35,209.4
topdomain.nft,nft,topdomain,117.0,180.0,324.0,general,0.35,209.4
vegashero.nft,nft,vegashero,117.0,180.0,324.0,general,0.35,209.4
agisociety.zil,zil,agisociety,117.0,180.0,324.0,general,0.35,206.4
1822direkt.zil,zil,1822direkt,117.0,180.0,324.0,general,0.35,206.4
1822direkt.x,x,1822direkt,117.0,180.0,324.0,general,0.35,206.4
instashift.zil,zil,instashift,117.0,180.0,324.0,general,0.35,206.4
kitchenaid.zil,zil,kitchenaid,117.0,180.0,324.0,general,0.35,206.4
asanarebel.zil,zil,asanarebel,117.0,180.0,324.0,general,0.35,206.4
jessiebird.x,x,jessiebird,117.0,180.0,324.0,general,0.35,206.4
jessiebird.zil,zil,jessiebird,117.0,180.0,324.0,general,0.35,206.4
catzingano.zil,zil,catzingano,117.0,180.0,324.0,general,0.35,206.4
luxhabitat.zil,zil,luxhabitat,117.0,180.0,324.0,general,0.35,206.4
bosch-home.zil,zil,bosch-home,117.0,180.0,324.0,general,0.35,206.4
criscyborg.zil,zil,criscyborg,117.0,180.0,324.0,general,0.35,206.4
twinspires.zil,zil,twinspires,117.0,180.0,324.0,general,0.35,206.4
nikeplanet.zil,zil,nikeplanet,117.0,180.0,324.0,general,0.35,206.4
vistagroup.zil,zil,vistagroup,117.0,180.0,324.0,general,0.35,206.4
worldbrand.zil,zil,worldbrand,117.0,180.0,324.0,general,0.35,206.4
suitedapes.x,x,suitedapes,117.0,180.0,324.0,general,0.35,206.4
nikeplanet.blockchain,blockchain,nikeplanet,117.0,180.0,324.0,general,0.35,206.4
nikeplanet.dao,dao,nikeplanet,117.0,180.0,324.0,general,0.35,206.4
nikeplanet.nft,nft,nikeplanet,117.0,180.0,324.0,general,0.35,206.4
nikeplanet.x,x,nikeplanet,117.0,180.0,324.0,general,0.35,206.4
sixersshop.zil,zil,sixersshop,117.0,180.0,324.0,general,0.35,206.4
realsports.zil,zil,realsports,117.0,180.0,324.0,general,0.35,206.4
rationalfx.zil,zil,rationalfx,117.0,180.0,324.0,general,0.35,206.4
suitedapes.nft,nft,suitedapes,117.0,180.0,324.0,general,0.35,206.4
strictlyvc.x,x,strictlyvc,117.0,180.0,324.0,general,0.35,206.4
strictlyvc.zil,zil,strictlyvc,117.0,180.0,324.0,general,0.35,206.4
nikeplanet.888,888,nikeplanet,117.0,180.0,324.0,general,0.35,206.4
sportsgirl.zil,zil,sportsgirl,117.0,180.0,324.0,general,0.35,206.4
sportsgirl.x,x,sportsgirl,117.0,180.0,324.0,general,0.35,206.4
sparksport.zil,zil,sparksport,117.0,180.0,324.0,general,0.35,206.4
skullcandy.zil,zil,skullcandy,117.0,180.0,324.0,general,0.35,206.4
paperchase.zil,zil,paperchase,117.0,180.0,324.0,general,0.35,206.4
gtfothegame.nft,nft,gtfothegame,117.0,180.0,324.0,general,0.35,203.4
playmillion.zil,zil,playmillion,117.0,180.0,324.0,general,0.35,203.4
thekrogerco.zil,zil,thekrogerco,117.0,180.0,324.0,general,0.35,203.4
rebeccabird.zil,zil,rebeccabird,117.0,180.0,324.0,general,0.35,203.4
gtfothegame.x,x,gtfothegame,117.0,180.0,324.0,general,0.35,203.4
hellyhansen.zil,zil,hellyhansen,117.0,180.0,324.0,general,0.35,203.4
hyundai-uae.zil,zil,hyundai-uae,117.0,180.0,324.0,general,0.35,203.4
janegoodall.zil,zil,janegoodall,117.0,180.0,324.0,general,0.35,203.4
lakersstore.zil,zil,lakersstore,117.0,180.0,324.0,general,0.35,203.4
mainfreight.zil,zil,mainfreight,117.0,180.0,324.0,general,0.35,203.4
playmillion.888,888,playmillion,117.0,180.0,324.0,general,0.35,203.4
playmillion.x,x,playmillion,117.0,180.0,324.0,general,0.35,203.4
freeparking.x,x,freeparking,117.0,180.0,324.0,general,0.35,203.4
gtfothegame.zil,zil,gtfothegame,117.0,180.0,324.0,general,0.35,203.4
freeparking.zil,zil,freeparking,117.0,180.0,324.0,general,0.35,203.4
gtfothegame.888,888,gtfothegame,117.0,180.0,324.0,general,0.35,203.4
rebeccabird.x,x,rebeccabird,117.0,180.0,324.0,general,0.35,203.4
freeparking.888,888,freeparking,117.0,180.0,324.0,general,0.35,203.4
forsythbarr.blockchain,blockchain,forsythbarr,117.0,180.0,324.0,general,0.35,203.4
forsythbarr.go,go,forsythbarr,117.0,180.0,324.0,general,0.35,203.4
forsythbarr.dao,dao,forsythbarr,117.0,180.0,324.0,general,0.35,203.4
casatuscany.zil,zil,casatuscany,117.0,180.0,324.0,general,0.35,203.4
cityfitness.zil,zil,cityfitness,117.0,180.0,324.0,general,0.35,203.4
coinvantage.zil,zil,coinvantage,117.0,180.0,324.0,general,0.35,203.4
countryroad.zil,zil,countryroad,117.0,180.0,324.0,general,0.35,203.4
ducatichina.zil,zil,ducatichina,117.0,180.0,324.0,general,0.35,203.4
freeparking.nft,nft,freeparking,117.0,180.0,324.0,general,0.35,203.4
freeparking.blockchain,blockchain,freeparking,117.0,180.0,324.0,general,0.35,203.4
freeparking.dao,dao,freeparking,117.0,180.0,324.0,general,0.35,203.4
forsythbarr.nft,nft,forsythbarr,117.0,180.0,324.0,general,0.35,203.4
forsythbarr.polygon,polygon,forsythbarr,117.0,180.0,324.0,general,0.35,203.4
forsythbarr.x,x,forsythbarr,117.0,180.0,324.0,general,0.35,203.4
bengoertzel.zil,zil,bengoertzel,117.0,180.0,324.0,general,0.35,203.4
carhubjapan.zil,zil,carhubjapan,117.0,180.0,324.0,general,0.35,203.4
forsythbarr.888,888,forsythbarr,117.0,180.0,324.0,general,0.35,203.4
avtomobiley.zil,zil,avtomobiley,117.0,180.0,324.0,general,0.35,203.4
agi-society.zil,zil,agi-society,117.0,180.0,324.0,general,0.35,203.4
forsythbarr.zil,zil,forsythbarr,117.0,180.0,324.0,general,0.35,203.4
fordperformanceracingparts.zil,zil,fordperformanceracingparts,117.0,180.0,324.0,gaming,0.5,203.39999999999998
bitcoinshrooms.crypto,crypto,bitcoinshrooms,108.0,166.0,299.0,web3,0.41,202.2
taprootwizards.crypto,crypto,taprootwizards,108.0,166.0,299.0,web3,0.41,202.2
bitcoinshrooms.bitcoin,bitcoin,bitcoinshrooms,108.0,166.0,299.0,web3,0.41,202.2
stakecardano.zil,zil,stakecardano,117.0,180.0,324.0,general,0.35,200.4
merlincycles.zil,zil,merlincycles,117.0,180.0,324.0,general,0.35,200.4
kiwiproperty.zil,zil,kiwiproperty,117.0,180.0,324.0,general,0.35,200.4
hyundai-asia.zil,zil,hyundai-asia,117.0,180.0,324.0,general,0.35,200.4
sportinglife.zil,zil,sportinglife,117.0,180.0,324.0,general,0.35,200.4
celticsstore.zil,zil,celticsstore,117.0,180.0,324.0,general,0.35,200.4
cloudability.zil,zil,cloudability,117.0,180.0,324.0,general,0.35,200.4
lifepharmacy.zil,zil,lifepharmacy,117.0,180.0,324.0,general,0.35,200.4
bang-olufsen.zil,zil,bang-olufsen,117.0,180.0,324.0,general,0.35,200.4
hayderhassan.zil,zil,hayderhassan,117.0,180.0,324.0,general,0.35,200.4
harveynorman.zil,zil,harveynorman,117.0,180.0,324.0,general,0.35,200.4
transfermate.zil,zil,transfermate,117.0,180.0,324.0,general,0.35,200.4
transfermate.x,x,transfermate,117.0,180.0,324.0,general,0.35,200.4
mrmichaelnye.zil,zil,mrmichaelnye,117.0,180.0,324.0,general,0.35,200.4
bitesizebitcoin.crypto,crypto,bitesizebitcoin,108.0,166.0,299.0,web3,0.41,199.2
shiseidogroup.crypto,crypto,shiseidogroup,94.0,144.0,259.0,general,0.41,189.0
prohockeylife.crypto,crypto,prohockeylife,94.0,144.0,259.0,general,0.41,189.0
keepingitheel.wallet,wallet,keepingitheel,94.0,144.0,259.0,general,0.41,189.0
prohockeylife.wallet,wallet,prohockeylife,94.0,144.0,259.0,general,0.41,189.0
interchangehq.crypto,crypto,interchangehq,94.0,144.0,259.0,general,0.41,189.0
isportsleague.crypto,crypto,isportsleague,94.0,144.0,259.0,general,0.41,189.0
genesisenergy.crypto,crypto,genesisenergy,94.0,144.0,259.0,general,0.41,189.0
contactenergy.crypto,crypto,contactenergy,94.0,144.0,259.0,general,0.41,189.0
cuisineroyale.wallet,wallet,cuisineroyale,94.0,144.0,259.0,general,0.41,189.0
heritagefresh.crypto,crypto,heritagefresh,94.0,144.0,259.0,general,0.41,189.0
cuisineroyale.bitcoin,bitcoin,cuisineroyale,94.0,144.0,259.0,general,0.41,189.0
apotekhjartat.crypto,crypto,apotekhjartat,94.0,144.0,259.0,general,0.41,189.0
fortunegiants.crypto,crypto,fortunegiants,94.0,144.0,259.0,general,0.41,189.0
heritagefresh.bitcoin,bitcoin,heritagefresh,94.0,144.0,259.0,general,0.41,189.0
heritagefresh.wallet,wallet,heritagefresh,94.0,144.0,259.0,general,0.41,189.0
dabangdelhikc.crypto,crypto,dabangdelhikc,94.0,144.0,259.0,general,0.41,189.0
dudaidutyfree.crypto,crypto,dudaidutyfree,94.0,144.0,259.0,general,0.41,189.0
cuisineroyale.crypto,crypto,cuisineroyale,94.0,144.0,259.0,general,0.41,189.0
strakhovaniye.crypto,crypto,strakhovaniye,94.0,144.0,259.0,general,0.41,189.0
theinstillery.crypto,crypto,theinstillery,94.0,144.0,259.0,general,0.41,189.0
mumbaiindians.crypto,crypto,mumbaiindians,94.0,144.0,259.0,general,0.41,189.0
keepingitheel.bitcoin,bitcoin,keepingitheel,94.0,144.0,259.0,general,0.41,189.0
port-tauranga.crypto,crypto,port-tauranga,94.0,144.0,259.0,general,0.41,189.0
kiwiexperance.crypto,crypto,kiwiexperance,94.0,144.0,259.0,general,0.41,189.0
keepingitheel.crypto,crypto,keepingitheel,94.0,144.0,259.0,general,0.41,189.0
