domain,tld,label,quick_usd,realistic_usd,stretch_usd,category,confidence,listing_score
pinnaclesports.crypto,crypto,pinnaclesports,94.0,144.0,259.0,general,0.41,186.0
melbournestorm.wallet,wallet,melbournestorm,94.0,144.0,259.0,general,0.41,186.0
bengalwarriors.wallet,wallet,bengalwarriors,94.0,144.0,259.0,general,0.41,186.0
readingcinemas.crypto,crypto,readingcinemas,94.0,144.0,259.0,general,0.41,186.0
stirlingsports.crypto,crypto,stirlingsports,94.0,144.0,259.0,general,0.41,186.0
saintkentigern.crypto,crypto,saintkentigern,94.0,144.0,259.0,general,0.41,186.0
bengalwarriors.crypto,crypto,bengalwarriors,94.0,144.0,259.0,general,0.41,186.0
bengalurubulls.crypto,crypto,bengalurubulls,94.0,144.0,259.0,general,0.41,186.0
banglawarriors.crypto,crypto,banglawarriors,94.0,144.0,259.0,general,0.41,186.0
melbournestorm.bitcoin,bitcoin,melbournestorm,94.0,144.0,259.0,general,0.41,186.0
melbournestorm.crypto,crypto,melbournestorm,94.0,144.0,259.0,general,0.41,186.0
bengalwarriors.bitcoin,bitcoin,bengalwarriors,94.0,144.0,259.0,general,0.41,186.0
taprootwizards.x,x,taprootwizards,108.0,166.0,299.0,web3,0.35,184.2
bitcoinshrooms.x,x,bitcoinshrooms,108.0,166.0,299.0,web3,0.35,184.2
bitcoinshrooms.nft,nft,bitcoinshrooms,108.0,166.0,299.0,web3,0.35,184.2
atkmohunbaganfc.crypto,crypto,atkmohunbaganfc,94.0,144.0,259.0,general,0.41,183.0
connecttechasia.crypto,crypto,connecttechasia,94.0,144.0,259.0,general,0.41,183.0
peachesandcream.crypto,crypto,peachesandcream,94.0,144.0,259.0,general,0.41,183.0
usedcarsforsale.crypto,crypto,usedcarsforsale,94.0,144.0,259.0,general,0.41,183.0
rajasthanroyals.crypto,crypto,rajasthanroyals,94.0,144.0,259.0,general,0.41,183.0
bitesizebitcoin.zil,zil,bitesizebitcoin,108.0,166.0,299.0,web3,0.35,181.2
fletcherbuilding.crypto,crypto,fletcherbuilding,94.0,144.0,259.0,general,0.41,180.0
bicyclewarehouse.crypto,crypto,bicyclewarehouse,94.0,144.0,259.0,general,0.41,180.0
themushroomcloud.crypto,crypto,themushroomcloud,94.0,144.0,259.0,general,0.41,180.0
tridentsbarbados.crypto,crypto,tridentsbarbados,94.0,144.0,259.0,general,0.41,180.0
royalchallengers.crypto,crypto,royalchallengers,94.0,144.0,259.0,general,0.41,180.0
monkeyknifefight.wallet,wallet,monkeyknifefight,94.0,144.0,259.0,general,0.41,180.0
nzsothebysrealty.crypto,crypto,nzsothebysrealty,94.0,144.0,259.0,general,0.41,180.0
nzsothebysrealty.wallet,wallet,nzsothebysrealty,94.0,144.0,259.0,general,0.41,180.0
kathmanduoutdoor.crypto,crypto,kathmanduoutdoor,94.0,144.0,259.0,general,0.41,180.0
warriorsteamstore.wallet,wallet,warriorsteamstore,94.0,144.0,259.0,general,0.41,177.0
warriorsteamstore.crypto,crypto,warriorsteamstore,94.0,144.0,259.0,general,0.41,177.0
clubofthecherubim.crypto,crypto,clubofthecherubim,94.0,144.0,259.0,general,0.41,177.0
majorleaguecricket.crypto,crypto,majorleaguecricket,94.0,144.0,259.0,general,0.41,174.0
sunrisershyderabad.crypto,crypto,sunrisershyderabad,94.0,144.0,259.0,general,0.41,174.0
jaipurpinkpanthers.crypto,crypto,jaipurpinkpanthers,94.0,144.0,259.0,general,0.41,174.0
allianzbanque.zil,zil,allianzbanque,94.0,144.0,259.0,general,0.35,171.0
cuisineroyale.888,888,cuisineroyale,94.0,144.0,259.0,general,0.35,171.0
cuisineroyale.x,x,cuisineroyale,94.0,144.0,259.0,general,0.35,171.0
hawkforeignexchange.wallet,wallet,hawkforeignexchange,94.0,144.0,259.0,general,0.41,171.0
apotekhjartat.zil,zil,apotekhjartat,94.0,144.0,259.0,general,0.35,171.0
hawkforeignexchange.bitcoin,bitcoin,hawkforeignexchange,94.0,144.0,259.0,general,0.41,171.0
hawkforeignexchange.crypto,crypto,hawkforeignexchange,94.0,144.0,259.0,general,0.41,171.0
heritagefresh.zil,zil,heritagefresh,94.0,144.0,259.0,general,0.35,171.0
prohockeylife.zil,zil,prohockeylife,94.0,144.0,259.0,general,0.35,171.0
prohockeylife.x,x,prohockeylife,94.0,144.0,259.0,general,0.35,171.0
keepingitheel.zil,zil,keepingitheel,94.0,144.0,259.0,general,0.35,171.0
port-tauranga.zil,zil,port-tauranga,94.0,144.0,259.0,general,0.35,171.0
mumbaiindians.zil,zil,mumbaiindians,94.0,144.0,259.0,general,0.35,171.0
houseoffraser.zil,zil,houseoffraser,94.0,144.0,259.0,general,0.35,171.0
interchangehq.zil,zil,interchangehq,94.0,144.0,259.0,general,0.35,171.0
strakhovaniye.zil,zil,strakhovaniye,94.0,144.0,259.0,general,0.35,171.0
heritagefresh.x,x,heritagefresh,94.0,144.0,259.0,general,0.35,171.0
heritagefresh.dao,dao,heritagefresh,94.0,144.0,259.0,general,0.35,171.0
heritagefresh.nft,nft,heritagefresh,94.0,144.0,259.0,general,0.35,171.0
heritagefresh.888,888,heritagefresh,94.0,144.0,259.0,general,0.35,171.0
cuisineroyale.zil,zil,cuisineroyale,94.0,144.0,259.0,general,0.35,171.0
fastretailing.zil,zil,fastretailing,94.0,144.0,259.0,general,0.35,171.0
genesisenergy.zil,zil,genesisenergy,94.0,144.0,259.0,general,0.35,171.0
discoverlexus.zil,zil,discoverlexus,94.0,144.0,259.0,general,0.35,171.0
contactenergy.zil,zil,contactenergy,94.0,144.0,259.0,general,0.35,171.0
cuisineroyale.dao,dao,cuisineroyale,94.0,144.0,259.0,general,0.35,171.0
cuisineroyale.blockchain,blockchain,cuisineroyale,94.0,144.0,259.0,general,0.35,171.0
cuisineroyale.go,go,cuisineroyale,94.0,144.0,259.0,general,0.35,171.0
cuisineroyale.nft,nft,cuisineroyale,94.0,144.0,259.0,general,0.35,171.0
cuisineroyale.polygon,polygon,cuisineroyale,94.0,144.0,259.0,general,0.35,171.0
dudaidutyfree.zil,zil,dudaidutyfree,94.0,144.0,259.0,general,0.35,171.0
theinstillery.zil,zil,theinstillery,94.0,144.0,259.0,general,0.35,171.0
keepingitheel.x,x,keepingitheel,94.0,144.0,259.0,general,0.35,171.0
keepingitheel.nft,nft,keepingitheel,94.0,144.0,259.0,general,0.35,171.0
shiseidogroup.zil,zil,shiseidogroup,94.0,144.0,259.0,general,0.35,171.0
toyota-europe.zil,zil,toyota-europe,94.0,144.0,259.0,general,0.35,171.0
melbournestorm.zil,zil,melbournestorm,94.0,144.0,259.0,general,0.35,168.0
readingcinemas.zil,zil,readingcinemas,94.0,144.0,259.0,general,0.35,168.0
crownmelbourne.zil,zil,crownmelbourne,94.0,144.0,259.0,general,0.35,168.0
bengalwarriors.dao,dao,bengalwarriors,94.0,144.0,259.0,general,0.35,168.0
bengalwarriors.go,go,bengalwarriors,94.0,144.0,259.0,general,0.35,168.0
bengalwarriors.888,888,bengalwarriors,94.0,144.0,259.0,general,0.35,168.0
bengalwarriors.blockchain,blockchain,bengalwarriors,94.0,144.0,259.0,general,0.35,168.0
bengalwarriors.nft,nft,bengalwarriors,94.0,144.0,259.0,general,0.35,168.0
bengalwarriors.x,x,bengalwarriors,94.0,144.0,259.0,general,0.35,168.0
bookdepository.zil,zil,bookdepository,94.0,144.0,259.0,general,0.35,168.0
bengalwarriors.polygon,polygon,bengalwarriors,94.0,144.0,259.0,general,0.35,168.0
guyanaamazonwarriors.crypto,crypto,guyanaamazonwarriors,94.0,144.0,259.0,general,0.41,168.0
melbournestorm.x,x,melbournestorm,94.0,144.0,259.0,general,0.35,168.0
geminiexchange.zil,zil,geminiexchange,94.0,144.0,259.0,general,0.35,168.0
pinnaclesports.zil,zil,pinnaclesports,94.0,144.0,259.0,general,0.35,168.0
stirlingsports.zil,zil,stirlingsports,94.0,144.0,259.0,general,0.35,168.0
saintkentigern.zil,zil,saintkentigern,94.0,144.0,259.0,general,0.35,168.0
bengalwarriors.zil,zil,bengalwarriors,94.0,144.0,259.0,general,0.35,168.0
aucklandcouncil.zil,zil,aucklandcouncil,94.0,144.0,259.0,general,0.35,165.0
peachesandcream.zil,zil,peachesandcream,94.0,144.0,259.0,general,0.35,165.0
rajasthanroyals.zil,zil,rajasthanroyals,94.0,144.0,259.0,general,0.35,165.0
usedcarsforsale.zil,zil,usedcarsforsale,94.0,144.0,259.0,general,0.35,165.0
connecttechasia.zil,zil,connecttechasia,94.0,144.0,259.0,general,0.35,165.0
woolworthsgroup.zil,zil,woolworthsgroup,94.0,144.0,259.0,general,0.35,165.0
wettstar-pferdewetten.crypto,crypto,wettstar-pferdewetten,94.0,144.0,259.0,general,0.41,165.0
bicyclewarehouse.zil,zil,bicyclewarehouse,94.0,144.0,259.0,general,0.35,162.0
kathmanduoutdoor.zil,zil,kathmanduoutdoor,94.0,144.0,259.0,general,0.35,162.0
monkeyknifefight.nft,nft,monkeyknifefight,94.0,144.0,259.0,general,0.35,162.0
monkeyknifefight.dao,dao,monkeyknifefight,94.0,144.0,259.0,general,0.35,162.0
monkeyknifefight.blockchain,blockchain,monkeyknifefight,94.0,144.0,259.0,general,0.35,162.0
monkeyknifefight.888,888,monkeyknifefight,94.0,144.0,259.0,general,0.35,162.0
nzsothebysrealty.zil,zil,nzsothebysrealty,94.0,144.0,259.0,general,0.35,162.0
monkeyknifefight.zil,zil,monkeyknifefight,94.0,144.0,259.0,general,0.35,162.0
nzsothebysrealty.x,x,nzsothebysrealty,94.0,144.0,259.0,general,0.35,162.0
royalchallengers.zil,zil,royalchallengers,94.0,144.0,259.0,general,0.35,162.0
shoppersdrugmart.zil,zil,shoppersdrugmart,94.0,144.0,259.0,general,0.35,162.0
themushroomcloud.zil,zil,themushroomcloud,94.0,144.0,259.0,general,0.35,162.0
fletcherbuilding.zil,zil,fletcherbuilding,94.0,144.0,259.0,general,0.35,162.0
clubofthecherubim.x,x,clubofthecherubim,94.0,144.0,259.0,general,0.35,159.0
warriorsteamstore.zil,zil,warriorsteamstore,94.0,144.0,259.0,general,0.35,159.0
warriorsteamstore.x,x,warriorsteamstore,94.0,144.0,259.0,general,0.35,159.0
santacruzbicycles.zil,zil,santacruzbicycles,94.0,144.0,259.0,general,0.35,159.0
warriorsteamstore.nft,nft,warriorsteamstore,94.0,144.0,259.0,general,0.35,159.0
clubofthecherubim.nft,nft,clubofthecherubim,94.0,144.0,259.0,general,0.35,159.0
clubofthecherubim.blockchain,blockchain,clubofthecherubim,94.0,144.0,259.0,general,0.35,159.0
volkswagen-finance-china.crypto,crypto,volkswagen-finance-china,94.0,144.0,259.0,general,0.41,156.0
sunrisershyderabad.zil,zil,sunrisershyderabad,94.0,144.0,259.0,general,0.35,156.0
alliantcreditunion.zil,zil,alliantcreditunion,94.0,144.0,259.0,general,0.35,156.0
chainreactioncycles.zil,zil,chainreactioncycles,94.0,144.0,259.0,general,0.35,153.0
hawkforeignexchange.zil,zil,hawkforeignexchange,94.0,144.0,259.0,general,0.35,153.0
hawkforeignexchange.x,x,hawkforeignexchange,94.0,144.0,259.0,general,0.35,153.0
skycityentertainmentgroup.crypto,crypto,skycityentertainmentgroup,94.0,144.0,259.0,general,0.41,153.0
santacruzskateboards.zil,zil,santacruzskateboards,94.0,144.0,259.0,general,0.35,150.0
frankfurter-sparkasse.zil,zil,frankfurter-sparkasse,94.0,144.0,259.0,general,0.35,147.0
wettstar-pferdewetten.zil,zil,wettstar-pferdewetten,94.0,144.0,259.0,general,0.35,147.0
realcanadiansuperstore.zil,zil,realcanadiansuperstore,94.0,144.0,259.0,general,0.35,144.0
walgreensbootsalliance.zil,zil,walgreensbootsalliance,94.0,144.0,259.0,general,0.35,144.0
volkswagen-finance-china.zil,zil,volkswagen-finance-china,94.0,144.0,259.0,general,0.35,138.0
skycityentertainmentgroup.zil,zil,skycityentertainmentgroup,94.0,144.0,259.0,general,0.35,135.0
