ticker,as_of_local,last_close,ma20,ma50,ma200,rsi14,perf_1m_pct,perf_3m_pct,perf_6m_pct,perf_1y_pct,ann_vol_30d_pct
NVDA,2026-02-14 15:57,182.81,185.3045,184.405,171.6638,46.6776,-0.1802,-8.1536,1.1398,31.6961,36.9657
